title,url,instructors,objectives_summary,content_info,rating,num_reviews,price,list_price,discount_price,price_detail
Python absolute Beginner & Intermediate Get CERTIFIED,https://www.udemy.com/course/python-absolute-beginner-intermediate-get-certified/,https://www.udemy.com/Eazy Learning,Access to 1h of easy and clear 2020 Python learning and be Certified today!,1 total hour,4.792985,4,$19.99,$19.99,0,$19.99
Python Programming for Beginners,https://www.udemy.com/course/python-programming-for-beginners-c/,https://www.udemy.com/Prem S Rajanampalle,Go from Beginner to Hero in Python Programming,4 total hours,5.0,3,$19.99,$19.99,0,$19.99
Python Django - The Practical Guide,https://www.udemy.com/course/python-django-the-practical-guide/,https://www.udemy.com/Academind by Maximilian Schwarzmüller,Learn how to use Python for web development with Django,23 total hours,4.735541,500,$89.99,$89.99,0,$89.99
2021 Complete Python Bootcamp From Zero to Hero in Python,https://www.udemy.com/course/complete-python-bootcamp/,https://www.udemy.com/Jose Portilla,"Learn to use Python professionally, learning both Python 2 and Python 3!",22 total hours,4.5735655,367243,$89.99,$89.99,0,$89.99
The Modern Python 3 Bootcamp,https://www.udemy.com/course/the-modern-python3-bootcamp/,https://www.udemy.com/Colt Steele,Learn all the coding fundamentals in Python!,30.5 total hours,4.694112,23183,$119.99,$119.99,0,$119.99
REST APIs with Flask and Python,https://www.udemy.com/course/rest-api-flask-and-python/,https://www.udemy.com/Jose Salvatierra,Connect web or mobile applications to databases and servers via REST APIs,17 total hours,4.5894866,13576,$89.99,$89.99,0,$89.99
Python A-Z™: Python For Data Science With Real Exercises!,https://www.udemy.com/course/python-coding/,https://www.udemy.com/Kirill Eremenko,Learn to program in Python at a good level,11 total hours,4.554049,20712,$89.99,$89.99,0,$89.99
Spark and Python for Big Data with PySpark,https://www.udemy.com/course/spark-and-python-for-big-data-with-pyspark/,https://www.udemy.com/Jose Portilla,Use Python and Spark together to analyze Big Data,10.5 total hours,4.533142,14964,$89.99,$89.99,0,$89.99
Python for Financial Analysis and Algorithmic Trading,https://www.udemy.com/course/python-for-finance-and-trading-algorithms/,https://www.udemy.com/Jose Portilla,Use NumPy to quickly work with Numerical Data,16.5 total hours,4.48732,15565,$89.99,$89.99,0,$89.99
Programming with Python : HandsOn Introduction for Beginners,https://www.udemy.com/course/python-programming-beginners/,https://www.udemy.com/Febin George,Obtain a strong understanding on the fundamentals of programming,3.5 total hours,4.5232882,10441,$89.99,$89.99,0,$89.99
Python Bootcamp 2021 Build 15 working Applications and Games,https://www.udemy.com/course/python-complete-bootcamp-2019-learn-by-applying-knowledge/,https://www.udemy.com/Dev Nirwal,Complete Python.,32 total hours,4.231996,10437,$89.99,$89.99,0,$89.99
Master Math by Coding in Python,https://www.udemy.com/course/math-with-python/,https://www.udemy.com/Codestars by Rob Percival,Most important: Confidence in learning math!,37 total hours,4.6608324,1314,$89.99,$89.99,0,$89.99
Learn Parallel Computing in Python,https://www.udemy.com/course/parallel-computing-in-python/,https://www.udemy.com/James Cutajar,Discover how to create responsive and high performance software.,5 total hours,4.7494245,40,$89.99,$89.99,0,$89.99
Python and Flask Bootcamp: Create Websites using Flask!,https://www.udemy.com/course/python-and-flask-bootcamp-create-websites-using-flask/,https://www.udemy.com/Jose Portilla,Learn basic HTML to create templates,20 total hours,4.599442,5941,$89.99,$89.99,0,$89.99
Python Complete Masterclass for Beginners,https://www.udemy.com/course/pythontutorial/,https://www.udemy.com/Mihai Catalin Teodosiu,You will GAIN CONFIDENCE when asking your manager for a RAISE or going to any Junior or Intermediate Python Developer INTERVIEW.,30 total hours,4.529773,2540,$19.99,$19.99,0,$19.99
30 Days of Python | Unlock your Python Potential,https://www.udemy.com/course/30-days-of-python/,https://www.udemy.com/Justin Mitchel,Understand the Basics of Python,9.5 total hours,4.495439,7218,$89.99,$89.99,0,$89.99
Selenium Webdriver with PYTHON from Scratch + Frameworks,https://www.udemy.com/course/learn-selenium-automation-in-easy-python-language/,https://www.udemy.com/Rahul Shetty,"At the end of this course, You will get complete knowledge on Python Automation using Selenium WebDriver",18.5 total hours,4.528939,6646,$89.99,$89.99,0,$89.99
Python Django Dev To Deployment,https://www.udemy.com/course/python-django-dev-to-deployment/,https://www.udemy.com/Brad Traversy,Learn Python and it's core fundamental syntax,11 total hours,4.6531334,4633,$89.99,$89.99,0,$89.99
Automated Software Testing with Python,https://www.udemy.com/course/automated-software-testing-with-python/,https://www.udemy.com/Jose Salvatierra,"Everything you need to know about automated software testing with Python (and how to enjoy testing, too!)",13.5 total hours,4.5703335,3287,$89.99,$89.99,0,$89.99
Python for Excel: Use xlwings for Data Science and Finance,https://www.udemy.com/course/python-for-excel-xlwings-for-data-science-and-finance/,https://www.udemy.com/Alexander Hagmann,Automate Excel with clean and powerful Python Code,16 total hours,4.575895,267,$89.99,$89.99,0,$89.99
Python 3: Deep Dive (Part 4 - OOP),https://www.udemy.com/course/python-3-deep-dive-part-4/,https://www.udemy.com/Fred Baptiste,Python Object Oriented Concepts,35 total hours,4.7936044,1210,$89.99,$89.99,0,$89.99
"Python + SQL + Tableau: Integrating Python, SQL, and Tableau",https://www.udemy.com/course/python-sql-tableau-integrating-python-sql-and-tableau/,https://www.udemy.com/365 Careers,"How to use Python, SQL, and Tableau together",5.5 total hours,4.4724717,2844,$109.99,$109.99,0,$109.99
Mastering python,https://www.udemy.com/course/mastering-python-n/,https://www.udemy.com/Naveen Durai Kanagasabai,Develop projects using python,10.5 total hours,5.0,1,$19.99,$19.99,0,$19.99
LEARNING PATH: Python: Complete Data Analysis With Python,https://www.udemy.com/course/learning-path-python-complete-data-analysis-with-python/,https://www.udemy.com/Packt Publishing,Installation of the core Python tools required for data analysis,3.5 total hours,4.232577,4,$89.99,$89.99,0,$89.99
Build your First App with Kivy & Python in less than 2 hours,https://www.udemy.com/course/bulid-with-kivy-python/,https://www.udemy.com/<strong>Python</strong> Academy,Kivy,2 total hours,3.9700782000000006,11,$19.99,$19.99,0,$19.99
Python | Web Development with Flask,https://www.udemy.com/course/python-web-development-with-flask/,https://www.udemy.com/Moyukh Mazumder,Web Development with Flask,2.5 total hours,4.369,3,$19.99,$19.99,0,$19.99
PYTHON for Beginners,https://www.udemy.com/course/python-for-beginners-mk/,https://www.udemy.com/MANOJKUMAR C,Python language for Beginners,30 total mins,5.0,1,$24.99,$24.99,0,$24.99
Python Programming by Examples,https://www.udemy.com/course/python-programming-by-examples/,https://www.udemy.com/Alok Kumar,Able to use Python for solving computation problem,8.5 total hours,5.0,1,$19.99,$19.99,0,$19.99
"HTML 5,Python,Flask Framework All In One Complete Course",https://www.udemy.com/course/html-5pythonflask-framework-all-in-one-complete-course/,https://www.udemy.com/Horizon Tech,"HTML 5 Introduction, Use of Tags , Forms, Tables  In HTML 5,",9.5 total hours,4.1140094,22,$89.99,$89.99,0,$89.99
Youtube API using python,https://www.udemy.com/course/youtube-api-using-python/,https://www.udemy.com/kagaya john,You will learn how to make cool project using Youtube API,3 total hours,4.8494625,2,$19.99,$19.99,0,$19.99
Learn Python for Data Science with Google's Colab,https://www.udemy.com/course/learn-python-for-data-science-with-googles-colab/,https://www.udemy.com/Geek Cafe,Gain the skills to independently write real world programs in python.,1 total hour,4.117016,8,$19.99,$19.99,0,$19.99
Python Stats. Basics,https://www.udemy.com/course/pythonstatsbasics/,https://www.udemy.com/A O,Students will learn about measures of central tendecy.,3.5 total hours,4.2751675,2,$19.99,$19.99,0,$19.99
Python preparatory quiz,https://www.udemy.com/course/python-preparations/,https://www.udemy.com/VATSAL SINHA,Get ready for python interviews and certifications exams,30 questions,4.5,1,$19.99,$19.99,0,$19.99
Core Python for Everyone,https://www.udemy.com/course/core-python-for-everyone/,https://www.udemy.com/Madhusudan Mothe,Python,6.5 total hours,0.0,0,$19.99,$19.99,0,$19.99
SGLearn@Python A-Z™: Python For Data Science,https://www.udemy.com/course/sglearnpython-a-ztm-python-for-data-science/,https://www.udemy.com/SuperDataScience Singapore,Learn to program in Python at a good level,11 total hours,4.635739,2,$199.99,$199.99,0,$199.99
Programming Concepts in Python,https://www.udemy.com/course/programming-concepts-in-python/,https://www.udemy.com/Packt Publishing,Identify how to create a Hello World program with Python.,1.5 total hours,4.0361443,2,$89.99,$89.99,0,$89.99
Python Foundations: The Road to Succinct Python 3: 3-in-1,https://www.udemy.com/course/python-foundations-the-road-to-succinct-python-3-3-in-1/,https://www.udemy.com/Packt Publishing,Write and debug Python programs,8 total hours,4.154069,4,$89.99,$89.99,0,$89.99
Python 201: Learn intermediate Python3,https://www.udemy.com/course/python-201-learn-intermediate-python3/,https://www.udemy.com/Kalob Taulien,Intermediate Python 3,2.5 total hours,4.5,1,$89.99,$89.99,0,$89.99
Python for Data Science and Machine Learning Bootcamp,https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp-d/,https://www.udemy.com/Manik Soni,Have a fundamental understanding of the Python programming language.,6.5 total hours,4.254453,3,$89.99,$89.99,0,$89.99
Python from 2 to 3,https://www.udemy.com/course/python-from-2-to-3/,https://www.udemy.com/Sebastián Bassi,How to migrate Python 2 code so it can work in Python 3,1 total hour,4.5,1,$19.99,$19.99,0,$19.99
(Complete) Python course for Beginner to Intermediate 2020,https://www.udemy.com/course/play-and-learn-python-programming/,https://www.udemy.com/Suvam Prasad,How to write programs in python language,2.5 total hours,4.0,1,$19.99,$19.99,0,$19.99
Everyday Automation Using Python,https://www.udemy.com/course/automationpython/,https://www.udemy.com/Roni Das,How to improve efficiency on daily work with help of modern day automation techniques driven by powerfull language like python,2.5 total hours,4.0,1,$19.99,$19.99,0,$19.99
